src,dst,weight
リン,補酵素,2
リン,酵素,3
リン,酸化,4
リン,酸基,3
一次構造,結合,2
一次構造,酸配列,3
作用,分子量,4
作用,反応,4
作用,基質,2
作用,大腸菌,2
作用,存在,3
作用,微生物,4
作用,筋肉,2
作用,結合,3
作用,酵素,5
作用,酸化,3
作用,酸配列,4
分子量,反応,2
分子量,存在,3
分子量,微生物,2
分子量,結合,3
分子量,酵素,6
分子量,酸配列,3
分岐,残基,2
分岐,結合,3
反応,合成,4
反応,基質,10
反応,大腸菌,3
反応,存在,4
反応,微生物,3
反応,残基,3
反応,結合,3
反応,補酵素,2
反応,酵素,11
反応,酸化,5
合成,基質,6
合成,大腸菌,2
合成,存在,2
合成,微生物,2
合成,残基,2
合成,結合,6
合成,補酵素,2
合成,酵素,5
合成,酸配列,2
基質,大腸菌,2
基質,存在,2
基質,残基,3
基質,結合,6
基質,補酵素,2
基質,酵素,6
基質,酸配列,2
大腸菌,存在,3
大腸菌,微生物,3
大腸菌,残基,2
大腸菌,結合,2
大腸菌,酵素,3
大腸菌,酸配列,2
存在,微生物,2
存在,残基,3
存在,結合,5
存在,酵素,4
存在,酸化,2
存在,酸配列,4
存在,骨格筋,2
微生物,結合,2
微生物,補酵素,2
微生物,酵素,23
微生物,酸化,3
残基,結合,10
残基,結合部位,2
残基,酵素,6
残基,酸基,2
残基,酸配列,3
残基,骨格筋,2
結合,結合部位,3
結合,酵素,10
結合,酸化,2
結合,酸配列,2
補酵素,酵素,3
補酵素,酸基,2
酵素,酸基,2
酵素,酸配列,4
000,720,2
000,価格,6
000,出来,2
000,吟醸,2
000,吟醸酒,5
000,吟醸香,2
000,品評会,2
000,大吟醸,2
000,小売価格,2
000,昭和,5
000,時代,3
000,歴史,2
000,消費者,9
000,貯蔵,6
000,香味,2
250,発売,2
250,香味,2
720,価格,3
720,原価,2
720,吟醸,2
720,吟醸酒,5
720,吟醸香,3
720,大吟醸,2
720,小売価格,2
720,昭和,3
720,消費者,3
720,香味,2
価格,出来,2
価格,原価,2
価格,吟醸,2
価格,吟醸酒,12
価格,吟醸香,2
価格,大吟醸,4
価格,小売価格,5
価格,市販,2
価格,従価税,2
価格,昭和,12
価格,時代,4
価格,杜氏,3
価格,歴史,2
価格,消費者,20
価格,発売,4
価格,酒税法改正,5
価格,香味,4
出来,吟醸,3
出来,吟醸造,3
出来,吟醸酒,4
出来,品評会,2
出来,大吟醸,2
出来,当社,2
出来,昭和,12
出来,時代,3
出来,杜氏,9
出来,消費者,7
出来,発売,2
出来,製造原価,2
出来,貯蔵,7
出来,酒税法改正,2
出来,香味,3
労務費,当社,2
労務費,杜氏,2
原価,吟醸酒,2
原価,吟醸香,2
原価,消費者,2
吟醸,吟醸造,5
吟醸,吟醸酒,17
吟醸,吟醸香,2
吟醸,品評会,3
吟醸,大吟醸,4
吟醸,昭和,6
吟醸,杜氏,7
吟醸,消費者,6
吟醸,発売,2
吟醸,香味,2
吟醸造,吟醸酒,7
吟醸造,品評会,3
吟醸造,大吟醸,2
吟醸造,当社,2
吟醸造,昭和,5
吟醸造,杜氏,7
吟醸酒,吟醸香,7
吟醸酒,品評会,8
吟醸酒,大吟醸,7
吟醸酒,小売価格,4
吟醸酒,市販,2
吟醸酒,当社,6
吟醸酒,昭和,32
吟醸酒,時代,2
吟醸酒,杜氏,21
吟醸酒,歴史,4
吟醸酒,消費者,26
吟醸酒,貯蔵,8
吟醸酒,香味,9
吟醸香,大吟醸,2
吟醸香,昭和,5
吟醸香,杜氏,2
吟醸香,消費者,2
吟醸香,貯蔵,2
品評会,当社,2
品評会,批評,2
品評会,昭和,12
品評会,歴史,3
品評会,消費者,4
大吟醸,当社,3
大吟醸,昭和,3
大吟醸,時代,2
大吟醸,杜氏,3
大吟醸,消費者,2
大吟醸,貯蔵,2
大吟醸,香味,4
小売価格,従価税,2
小売価格,昭和,5
小売価格,時代,2
小売価格,消費者,3
小売価格,発売,2
小売価格,酒税法改正,2
市販,昭和,2
市販,貯蔵,2
市販,香味,2
年貯蔵,貯蔵,2
当社,昭和,17
当社,時代,5
当社,杜氏,11
当社,歴史,5
当社,消費者,3
当社,貯蔵,4
当社,香味,3
従価税,昭和,3
従価税,酒税法改正,2
昭和,時代,17
昭和,杜氏,30
昭和,歴史,27
昭和,消費者,23
昭和,発売,6
昭和,貯蔵,15
昭和,酒税法改正,8
昭和,香味,5
時代,杜氏,6
時代,歴史,17
時代,消費者,10
時代,貯蔵,5
杜氏,歴史,5
杜氏,消費者,6
杜氏,発売,2
杜氏,香味,3
歴史,消費者,10
歴史,貯蔵,5
歴史,酒税法改正,2
歴史,香味,2
消費者,発売,2
消費者,貯蔵,12
消費者,酒税法改正,4
消費者,香味,9
発売,酒税法改正,2
発売,香味,2
秘蔵酒,貯蔵,2
秘蔵酒,香味,2
貯蔵,香味,10
イソアミル,エタノール,2
イソアミル,エチル,24
イソアミル,カプロン酸エチル,17
イソアミル,バランス,2
イソアミル,吟醸酒,10
イソアミル,吟醸香,9
イソアミル,吸着,3
イソアミル,性質,2
イソアミル,活性炭,2
イソアミル,物質,3
イソアミル,親和性,2
イソアミル,酒中,2
イソアミル,酢酸,41
イソアミル,酢酸イソアミル,30
イソアミル,香気,2
イソアミル,香気成分,30
エタノール,エチル,2
エタノール,バランス,2
エタノール,吸着,2
エタノール,物質,2
エタノール,蒸発,3
エタノール,酒中,2
エタノール,酢酸,10
エタノール,香気成分,4
エチル,カプロン酸エチル,47
エチル,バランス,2
エチル,低温,2
エチル,吟醸酒,14
エチル,吟醸香,10
エチル,吸着,3
エチル,注意,2
エチル,活性炭,5
エチル,活性炭処理,2
エチル,物質,4
エチル,親和性,2
エチル,酒中,3
エチル,酢酸,59
エチル,酢酸イソアミル,22
エチル,香気,3
エチル,香気成分,59
カプロン酸エチル,バランス,2
カプロン酸エチル,低温,3
カプロン酸エチル,吟醸酒,15
カプロン酸エチル,吟醸香,15
カプロン酸エチル,吸着,2
カプロン酸エチル,性質,3
カプロン酸エチル,活性炭,2
カプロン酸エチル,活性炭処理,2
カプロン酸エチル,酢酸,16
カプロン酸エチル,酢酸イソアミル,24
カプロン酸エチル,香気成分,22
バランス,吟醸酒,3
バランス,注意,2
バランス,酢酸,2
バランス,酢酸イソアミル,2
バランス,香気,2
バランス,香気成分,2
上槽後,低温,2
上槽後,原因,2
上槽後,吟醸酒,3
上槽後,吸着,2
上槽後,小試験,2
上槽後,活性炭,2
上槽後,物質,2
上槽後,香気成分,4
主体,吟醸酒,2
主体,活性炭,2
主体,活性炭処理,2
低温,原因,2
低温,吟醸酒,5
低温,吟醸香,2
低温,吸着,2
低温,性質,3
低温,注意,2
低温,物質,2
低温,酒中,2
低温,酢酸イソアミル,2
低温,香気成分,4
保留,吸着,2
保留,散逸,2
保留,香気成分,3
原因,吟醸酒,3
原因,吸着,2
原因,注意,2
原因,物質,3
原因,酢酸,2
原因,香気成分,3
吟醸酒,吸着,5
吟醸酒,品格,2
吟醸酒,注意,2
吟醸酒,活性炭,5
吟醸酒,活性炭処理,3
吟醸酒,物質,3
吟醸酒,酒中,3
吟醸酒,酢酸,9
吟醸酒,酢酸イソアミル,6
吟醸酒,香気成分,21
吟醸香,活性炭,2
吟醸香,活性炭処理,2
吟醸香,酢酸,7
吟醸香,酢酸イソアミル,11
吟醸香,香気成分,6
吸着,散逸,2
吸着,活性炭,6
吸着,活性炭処理,2
吸着,物質,4
吸着,酢酸,2
吸着,酢酸イソアミル,2
吸着,香気成分,6
小試験,活性炭,2
性質,酢酸イソアミル,2
性質,香気,2
性質,香気成分,4
散逸,香気成分,2
様子,製造工程,2
注意,製造工程,2
注意,香気成分,2
活性炭,活性炭処理,7
活性炭,物質,4
活性炭,製造工程,2
活性炭,酢酸,2
活性炭,酢酸イソアミル,2
活性炭,香気成分,5
活性炭処理,物質,2
活性炭処理,製造工程,2
活性炭処理,酢酸,2
物質,製造工程,2
物質,酒中,2
物質,酢酸,4
物質,香気,2
物質,香気成分,8
蒸発,香気成分,2
製造工程,香気,3
製造工程,香気成分,2
親和性,酢酸,2
親和性,酢酸イソアミル,2
親和性,香気成分,2
酒中,酢酸,2
酢酸,酢酸イソアミル,25
酢酸,香気,2
酢酸,香気成分,50
酢酸イソアミル,香気成分,18
香気,香気成分,27
α化米,化米,4
α化米,味噌,2
α化米,味噌醸造,2
α化米,対照,2
α化米,日目,2
α化米,添加,2
α化米,製麹,2
α化米,酵母,3
ハイコージ,味噌,2
付着水,使用,2
付着水,吸水,7
付着水,味噌,3
付着水,日目,2
付着水,水分調整,2
付着水,水切,7
付着水,浸漬,8
付着水,蒸米,3
付着水,製麹,4
低食塩化味噌,味噌,2
低食塩化味噌,技術,2
低食塩化味噌,科学,2
低食塩化味噌,食塩濃度,2
使用,化米,2
使用,吸水,2
使用,吸水性,3
使用,味噌,11
使用,対照,5
使用,技術,3
使用,日目,7
使用,水切,4
使用,浸漬,6
使用,添加,10
使用,生成量,2
使用,蒸米,9
使用,製麹,9
使用,酵母,22
化米,対照,2
化米,日目,2
化米,浸漬,2
化米,添加,3
化米,蒸米,3
化米,製麹,3
化米,酵母,3
合理化,味噌,2
合理化,技術,2
合理化,水切,2
合理化,酵母,2
吸水,味噌,4
吸水,水分調整,2
吸水,水切,9
吸水,浸漬,18
吸水,添加,2
吸水,蒸米,7
吸水,製麹,5
吸水性,味噌,2
吸水性,対照,2
吸水性,水切,2
吸水性,浸漬,5
吸水性,蒸米,5
吸水性,製麹,2
吸水性,酵母,4
味噌,味噌熟成中,8
味噌,味噌醸造,20
味噌,大西邦男,4
味噌,対照,5
味噌,岸圭一,2
味噌,技術,11
味噌,日目,10
味噌,水切,6
味噌,浸漬,8
味噌,添加,28
味噌,減塩味噌,4
味噌,熟成初期,4
味噌,生成量,11
味噌,科学,11
味噌,蒸米,7
味噌,製麹,28
味噌,西澤嘉彦,2
味噌,酵母,56
味噌,食塩濃度,18
味噌熟成中,味噌醸造,3
味噌熟成中,大西邦男,3
味噌熟成中,日目,4
味噌熟成中,添加,2
味噌熟成中,熟成初期,2
味噌熟成中,酵母,2
味噌熟成中,食塩濃度,2
味噌醸造,大西邦男,3
味噌醸造,対照,2
味噌醸造,日目,3
味噌醸造,添加,3
味噌醸造,生成量,2
味噌醸造,蒸米,2
味噌醸造,製麹,4
味噌醸造,酵母,5
味噌醸造,食塩濃度,3
大西邦男,添加,2
対照,日目,5
対照,添加,10
対照,発酵促進,3
対照,蒸米,2
対照,製麹,4
対照,酵母,24
対照,食塩濃度,3
技術,技術開発,5
技術,日目,2
技術,添加,2
技術,科学,14
技術,蒸米,2
技術,製麹,2
技術,西澤嘉彦,2
技術,酵母,12
技術,食塩濃度,3
技術開発,科学,3
技術開発,製麹,2
技術開発,酵母,2
日目,水切,2
日目,浸漬,3
日目,混合比率,2
日目,添加,15
日目,熟成初期,2
日目,生成量,5
日目,発酵促進,3
日目,蒸米,8
日目,製麹,7
日目,酵母,38
日目,食塩濃度,7
水分調整,浸漬,2
水切,浸漬,19
水切,添加,2
水切,蒸米,11
水切,製麹,8
浸漬,添加,2
浸漬,生成量,2
浸漬,蒸米,17
浸漬,製麹,10
浸漬,酵母,6
混合比率,酵母,4
添加,熟成初期,2
添加,特定米穀,2
添加,生成量,12
添加,発酵促進,4
添加,蒸米,9
添加,製麹,5
添加,酵母,56
添加,食塩濃度,6
熟成初期,生成量,2
熟成初期,酵母,3
熟成初期,食塩濃度,2
特公,製麹,2
特公,食塩濃度,2
生成量,蒸米,2
生成量,製麹,3
生成量,酵母,42
生成量,食塩濃度,3
発酵促進,蒸米,2
発酵促進,酵母,4
科学,酵母,6
科学,食塩濃度,3
蒸米,製麹,23
蒸米,酵母,29
蒸米,食塩濃度,2
製麹,酵母,19
製麹,食塩濃度,3
酵母,食塩濃度,14
キロ,湧水,2
トン,メートル,3
メートル,湧水,2
